"unit","opponent","oneVsOne","oneVsOneWins","oneVsOneSeconds","oneVsOneMargin","cost","costWins","costCount","costMargin","costMarginSpread","costValueLost","costOpponentValueLost","costSeconds","spotted","spottedWins","spottedMargin","spottedMarginSpread","spottedSeconds","firstShotCells","longestShotCells","spottedLongestShotCells","shotFirst"
"e3","msam","won","3/3","14.8","0.087","lost","1/3","12v4","-0.304","0.499","3600","2506","21.9","lost","0/3","-0.753","0.042","17.8","5","6.1","6.1","no"
"e3","bggy","lost","0/3","5.1","-0.71","lost","0/3","12v12","-0.617","0.161","3600","1379","7.9","lost","0/3","-0.696","0.046","7.6","4","6","6.1","no"
"e3","bike","won","3/3","11.6","0.477","won","3/3","12v7","0.752","0.018","892","3500","15","won","3/3","0.773","0.061","13.4","5","7","6.4","no"
"e3","ltnk","lost","0/3","21.8","-0.235","won","3/3","12v5","0.842","0.001","567","3750","14.9","won","3/3","0.84","0.008","14.9","3","6.1","6","same"
"e3","ftnk","lost","0/3","7","-0.87","lost","0/3","12v6","-0.458","0.071","3600","1951","11.4","lost","0/3","-0.244","0.35","15.7","3","6","6.1","yes"
"e3","stnk","lost","0/3","13.3","-0.2","won","3/3","12v4","0.692","0.054","1107","3600","14.7","won","3/3","0.672","0.077","13.5","5.1","7.1","6.1","no"
"e3","arty","lost","0/3","10.4","-0.067","lost","0/3","12v6","-0.539","0.212","3600","1659","12.9","lost","0/3","-0.896","0.156","13.7",,"5.1","6.1","no"
"e3","mlrs","won","2/3","15.3","0.398","unresolved","1/3","12v6","0.534","0.319","1526","3448","44.8","won","3/3","0.635","0.212","15","3","6.3","6","yes"
"e3","orca","won","3/3","10.4","0.294","won","3/3","12v3","0.883","0.005","421","3600","9.4","won","3/3","0.885","0.007","9.4","2","5.1","5.1","no"
"e3","heli","lost","0/3","5.8","-1","won","3/3","12v3","0.574","0.21","1534","3600","8.3","won","3/3","0.48","0.081","9.8","1","5.1","5.1","no"
"e4","e1","won","3/3","10.8","0.665","lost","0/3","18v36","-0.583","0.087","3600","1502","12.4","lost","0/3","-0.607","0.134","12.2","3.2","4.1","4.1","no"
"e4","e2","won","3/3","10","0.758","lost","0/3","18v23","-0.452","0.048","3600","2017","12.9","lost","0/3","-0.477","0.03","12.3","3","4.5","4.5","yes"
"e4","e3","won","3/3","12.8","0.95","won","3/3","18v12","0.905","0.012","343","3600","15.4","won","3/3","0.913","0.017","15.1","3","4.1","4.1","no"
"e4","e5","lost","0/3","13.8","-0.023","won","3/3","18v12","0.509","0.089","1766","3600","13.3","won","3/3","0.54","0.002","13","2.2","4.5","4.5","no"
"e4","rmbo","lost","0/3","6.2","-1","won","3/3","18v2","0.611","0","1400","3000","11","won","3/3","0.672","0.183","11.3","2.2","4","4.1","no"
"e4","jeep","lost","0/3","6.8","-0.75","won","2/3","18v9","0.036","0.213","3351","3481","14.5","won","3/3","0.082","0.039","15.1","2.2","4.1","4.1","no"
"e4","apc","lost","0/3","26","-0.79","won","3/3","18v6","0.462","0.031","1938","3600","44.9","won","3/3","0.473","0.021","44.1","3","4.5","4.2","no"
"e4","mtnk","lost","0/3","34","-0.884","won","3/3","18v4","0.537","0.003","1666","3600","62.2","won","3/3","0.531","0.013","62.3","3","4.5","4.1","no"
"e4","htnk","lost","0/3","14.3","-0.986","lost","0/3","18v2","-0.662","0.012","3600","1216","37.8","lost","0/3","-0.653","0.014","38.5","2.2","4.1","4.1","no"
"e4","msam","won","3/3","14.2","0.905","won","3/3","18v4","0.617","0.047","1381","3600","17.7","won","3/3","0.575","0.095","18.1","3","4.1","4.1","no"
"e4","bggy","lost","0/3","7.2","-0.667","won","2/3","18v12","0.129","0.112","3100","3565","29.3","lost","1/3","-0.071","0.303","14.6","2.2","4.2","4.2","no"
"e4","bike","won","3/3","8.8","0.797","won","3/3","18v7","0.826","0.035","627","3500","12.6","won","3/3","0.827","0.004","11.8","3","4.2","4.2","no"
"e4","ltnk","lost","0/3","39.3","-0.812","won","3/3","18v5","0.604","0.008","1427","3750","59.2","won","3/3","0.608","0.016","58.5","2.2","4.1","4.1","no"
"e4","ftnk","lost","0/3","6.8","-0.985","lost","0/3","18v6","-0.895","0.005","3600","378","13.1","lost","0/3","-0.925","0.042","12.5","2","4.5","4.1","yes"
"e4","stnk","won","3/3","13.6","0.498","won","3/3","18v4","0.895","0.014","377","3600","9.9","won","3/3","0.895","0.041","10.4","3.2","4.1","4.1","no"
"e4","arty","won","3/3","11.5","0.85","won","3/3","18v6","0.179","0.112","2956","3600","17.1","won","3/3","0.034","0.056","18.4","3","4","4.1","no"
"e4","mlrs","won","3/3","16.3","1","won","3/3","18v6","0.465","0.098","1925","3600","13.3","won","3/3","0.447","0.043","14.9","2","3.2","3.2","yes"
"e4","orca","lost","0/3","43.7","-1","unresolved","0/3","18v3","-0.452","0.477","1626","0","180","unresolved","0/3","-0.299","0.025","180",,,,"no"
"e4","heli","lost","0/3","6.3","-1","unresolved","0/3","18v3","-0.738","0.244","2658","0","76.3","unresolved","0/3","-0.738","0.342","73.2",,,,"no"
"e5","e1","won","3/3","8.6","0.833","lost","0/3","12v36","-0.706","0.071","3600","1060","11","lost","0/3","-0.701","0.039","11.1","3.2","4.1","4.1","no"
"e5","e2","won","3/3","7.8","1","lost","0/3","12v23","-0.591","0.139","3600","1506","12.2","lost","0/3","-0.58","0.186","12.3","3","4.1","4.1","yes"
"e5","e3","won","3/3","10.6","0.96","won","3/3","12v12","0.858","0.019","510","3600","15.4","won","3/3","0.854","0.022","15.4",,"4.1","4.1","no"
"e5","e4","won","3/3","13.8","0.023","lost","0/3","12v18","-0.509","0.089","3600","1766","13.3","lost","0/3","-0.54","0.002","13","2.2","4.1","4.1","yes"
"e5","rmbo","lost","0/3","6.2","-1","won","3/3","12v2","0.47","0.083","1907","3000","11.7","won","3/3","0.34","0.259","13",,"4","4","no"
"e5","jeep","lost","0/3","6.9","-0.625","lost","0/3","12v9","-0.45","0.186","3600","1981","9.5","lost","0/3","-0.427","0.176","9.4","2.2","4.1","4.1","no"
"e5","apc","won","3/3","13.8","0.557","won","3/3","12v6","0.845","0.005","559","3600","11.3","won","3/3","0.838","0.007","11.3","3.2","4.1","4.1","no"
"e5","mtnk","won","3/3","25.2","0.327","won","3/3","12v4","0.886","0.023","409","3600","14.1","won","3/3","0.887","0.004","13.9","3","4.5","4.5","no"
"e5","htnk","lost","0/3","14.2","-0.862","won","3/3","12v2","0.612","0.049","1398","3600","15.9","won","3/3","0.58","0.004","16.2","2","4.1","4.1","no"
"e5","msam","won","3/3","12.7","0.85","won","3/3","12v4","0.577","0.101","1523","3600","17.9","won","3/3","0.434","0.045","19.5","3","4.1","4.1","no"
"e5","bggy","lost","0/3","7.2","-0.5","lost","0/3","12v12","-0.347","0.192","3600","2349","9.3","lost","0/3","-0.304","0.04","9.4","2","4.1","3.6","no"
"e5","bike","won","3/3","7.8","0.81","won","3/3","12v7","0.847","0.005","550","3500","11.5","won","3/3","0.842","0.05","11.5","3","4.1","4.5","no"
"e5","ltnk","won","3/3","19.6","0.567","won","3/3","12v5","0.915","0.011","306","3750","11.5","won","3/3","0.913","0.008","11.6","2.2","4.1","4.1","no"
"e5","ftnk","lost","0/3","6.7","-0.778","lost","0/3","12v6","-0.416","0.42","3600","2103","10.7","lost","0/3","-0.553","0.183","10.3","3","4.1","4.1","yes"
"e5","stnk","won","3/3","12.2","0.48","won","3/3","12v4","0.828","0.056","618","3600","10.9","won","3/3","0.841","0.088","10.8","3.2","4.1","4.1","no"
"e5","arty","lost","1/3","10.3","0.194","lost","0/3","12v6","-0.451","0.149","3600","1977","15.7","lost","0/3","-0.37","0.204","18.1","3","4","4.1","no"
"e5","mlrs","won","2/3","11.6","0.444","won","3/3","12v6","0.282","0.097","2585","3600","18.3","won","3/3","0.359","0.035","17.7","2","3.6","4.1","yes"
"e5","orca","lost","0/3","42.6","-1","unresolved","0/3","12v3","-0.442","0.016","1592","0","180","unresolved","0/3","-0.557","0.186","180",,,,"no"
"e5","heli","lost","0/3","6.2","-1","unresolved","0/3","12v3","-0.874","0.077","3146","0","65","unresolved","0/3","-0.933","0.152","51.6",,,,"no"
"rmbo","e1","won","3/3","6.2","1","lost","0/3","2v36","-0.861","0","3000","500","9.3","lost","0/3","-0.889","0","10.1",,,,"yes"
"rmbo","e2","won","3/3","5.6","1","lost","0/3","2v23","-0.731","0.044","3000","992","11.2","lost","0/3","-0.67","0.167","10.7",,"4.1","4.1","yes"
"rmbo","e3","won","3/3","6.8","1","won","3/3","2v12","0.717","0.036","851","3600","21","won","3/3","0.663","0.014","22.6",,,,"yes"
"rmbo","e4","won","3/3","6.2","1","lost","0/3","2v18","-0.611","0","3000","1400","11","lost","0/3","-0.672","0.183","11.3",,,"2.6","yes"
"rmbo","e5","won","3/3","6.2","1","lost","0/3","2v12","-0.47","0.083","3000","1907","11.7","lost","0/3","-0.34","0.259","13",,"3","3.2","yes"
"rmbo","jeep","lost","0/3","9.2","-1","lost","0/3","2v9","-1","0","3000","0","5.8","lost","0/3","-1","0","5.8",,,,"no"
"rmbo","apc","lost","0/3","41.2","-1","lost","0/3","2v6","-0.995","0","3000","18","17.6","lost","0/3","-0.995","0","17.5","1","2.2","2.2","no"
"rmbo","mtnk","lost","0/3","55.2","-1","lost","0/3","2v4","-0.991","0.005","3000","34","32.2","lost","0/3","-0.993","0.003","31.7","1.4","2","2","no"
"rmbo","htnk","lost","0/3","21.3","-1","lost","0/3","2v2","-0.977","0.003","3000","82","21.1","lost","0/3","-0.973","0.005","18.1","1.4","1.4","1.4","no"
"rmbo","msam","lost","0/3","41.5","-1","lost","0/3","2v4","-0.988","0.006","3000","45","22.6","lost","0/3","-0.966","0.005","21.9","1.4","10.8","9.8","no"
"rmbo","bggy","lost","0/3","9.2","-1","lost","0/3","2v12","-1","0","3000","0","5.4","lost","0/3","-1","0","5.4",,,,"no"
"rmbo","bike","lost","0/3","64.4","-1","lost","0/3","2v7","-0.969","0.016","3000","109","21.8","lost","0/3","-0.958","0.023","23","4","5.1","4.2","no"
"rmbo","ltnk","lost","0/3","63.7","-1","lost","0/3","2v5","-0.995","0.001","3000","17","29.4","lost","0/3","-0.995","0.001","28.6","2","2.2","2.2","no"
"rmbo","ftnk","lost","0/3","9","-1","lost","0/3","2v6","-0.989","0.001","3000","40","7.8","lost","0/3","-0.987","0.002","7.8","1.4","2.2","2.2","no"
"rmbo","stnk","unresolved","0/3","63.2","-0.417","unresolved","0/3","2v4","-0.813","0.17","2515","93","63.9","unresolved","0/3","-0.834","0.021","63.9","1.4","2.2","2.2","no"
"rmbo","arty","lost","0/3","14.3","-1","unresolved","0/3","2v6","-0.663","0.056","2833","1012","46.4","lost","0/3","-0.721","0.221","17.4","3.2","5","5.1","no"
"rmbo","mlrs","unresolved","0/3","45","0","lost","0/3","2v6","-0.667","1","2000","0","20.3","unresolved","0/3","-0.333","0.5","49.9",,,,"no"
"rmbo","orca","lost","0/3","78.3","-1","lost","0/3","2v3","-1","0","3000","0","114.9","lost","0/3","-1","0","121.6",,,,"no"
"rmbo","heli","lost","0/3","7.6","-1","lost","0/3","2v3","-1","0","3000","0","6.8","lost","0/3","-1","0","6.9",,,,"no"
"jeep","e1","won","3/3","5.3","0.958","won","3/3","9v36","0.531","0.028","1688","3600","12.5","won","3/3","0.563","0.06","12.1","2","4.5","4.5","yes"
"jeep","e2","won","3/3","4.9","1","won","3/3","9v23","0.19","0.105","2916","3680","10.5","won","2/3","0.055","0.275","12.5","3","4.5","4.1","yes"
"jeep","e3","won","3/3","5.7","0.782","won","3/3","9v12","0.582","0.141","1504","3600","8.3","won","3/3","0.603","0.053","8.2","3","4.1","4.5","yes"
"jeep","e4","won","3/3","6.8","0.75","lost","1/3","9v18","-0.036","0.213","3481","3351","14.5","lost","0/3","-0.082","0.039","15.1","2","5.1","4.5","yes"
"jeep","e5","won","3/3","6.9","0.625","won","3/3","9v12","0.45","0.186","1981","3600","9.5","won","3/3","0.427","0.176","9.4","2","5.1","5.1","yes"
"jeep","rmbo","won","3/3","9.2","1","won","3/3","9v2","1","0","0","3000","5.8","won","3/3","1","0","5.8","2","3.2","3.2","yes"
"jeep","apc","lost","0/3","11","-0.848","lost","0/3","9v6","-0.812","0.007","3600","678","15.3","lost","0/3","-0.811","0.021","15.5","2","4.1","4.1","no"
"jeep","mtnk","lost","0/3","9.9","-0.952","lost","0/3","9v4","-0.869","0.003","3600","470","17.9","lost","0/3","-0.871","0.002","17.8","2","4.1","4.1","no"
"jeep","htnk","lost","0/3","5.8","-0.993","lost","0/3","9v2","-0.923","0.014","3600","276","13.1","lost","0/3","-0.922","0.004","13.1","2","4.1","4.1","yes"
"jeep","msam","won","3/3","8.3","0.915","won","2/3","9v4","-0.071","0.721","3240","2983","11.7","won","3/3","0.366","0.013","10","3","4","4.1","yes"
"jeep","bggy","won","3/3","7","0.356","lost","0/3","9v12","-0.242","0.185","3471","2598","26.5","lost","0/3","-0.312","0.031","12","2","4","4","no"
"jeep","bike","won","3/3","6.8","0.225","won","3/3","9v7","0.514","0.068","1749","3500","10","won","3/3","0.548","0.085","10.5","3","4.1","4.1","yes"
"jeep","ltnk","lost","0/3","10.9","-0.91","lost","0/3","9v5","-0.84","0.006","3600","602","18","lost","0/3","-0.84","0.002","17.9","2","4.1","4.1","yes"
"jeep","ftnk","lost","0/3","7.1","-0.954","lost","0/3","9v6","-0.926","0.025","3600","269","9.9","lost","0/3","-0.925","0.041","10.1","2","4","4.1","yes"
"jeep","stnk","lost","0/3","6.7","-0.428","won","3/3","9v4","0.527","0.131","1702","3600","9.9","won","3/3","0.6","0.147","9.9","3","4","4","no"
"jeep","arty","won","3/3","6.5","0.99","won","3/3","9v6","0.23","0.267","2770","3600","14.8","won","3/3","0.201","0.336","17.1","3","4","4","yes"
"jeep","mlrs","won","3/3","11.8","1","won","3/3","9v6","0.913","0.027","314","3600","9.6","won","3/3","0.924","0.024","9.4","2","5","4.1","yes"
"jeep","orca","lost","0/3","12","-1","lost","0/3","9v3","-1","0","3600","0","47.7","lost","0/3","-1","0","46.5",,,,"no"
"jeep","heli","lost","0/3","7.4","-1","lost","0/3","9v3","-1","0","3600","0","48","lost","0/3","-1","0","44.2",,,,"no"
"apc","e1","won","3/3","16.4","0.929","lost","0/3","6v36","-0.596","0.008","3600","1454","37.2","lost","0/3","-0.599","0.018","37.3","3","4.1","4.1","yes"
"apc","e2","won","3/3","16","0.471","lost","0/3","6v23","-0.779","0.004","3600","812","13.3","lost","0/3","-0.795","0.012","12.9","3","4.1","4.1","yes"
"apc","e3","won","3/3","15.2","0.078","lost","0/3","6v12","-0.747","0.012","3600","912","13.5","lost","0/3","-0.751","0.018","13.7","3","4.5","4.5","yes"
"apc","e4","won","3/3","26","0.79","lost","0/3","6v18","-0.462","0.031","3600","1938","44.9","lost","0/3","-0.473","0.021","44.1","3","3.6","3.6","yes"
"apc","e5","lost","0/3","13.8","-0.557","lost","0/3","6v12","-0.845","0.005","3600","559","11.3","lost","0/3","-0.838","0.007","11.3","3","4.1","4.1","yes"
"apc","rmbo","won","3/3","41.2","1","won","3/3","6v2","0.995","0","18","3000","17.6","won","3/3","0.995","0","17.5","3","6.1","6.1","yes"
"apc","jeep","won","3/3","11","0.848","won","3/3","6v9","0.812","0.007","678","3600","15.3","won","3/3","0.811","0.021","15.5","4","5","4.5","yes"
"apc","mtnk","lost","0/3","10.8","-0.892","lost","0/3","6v4","-0.832","0.01","3600","605","16.1","lost","0/3","-0.829","0.001","16.1","3","5.1","5.1","yes"
"apc","htnk","lost","0/3","7.2","-0.977","lost","0/3","6v2","-0.899","0.002","3600","364","13.9","lost","0/3","-0.896","0.011","13.8","3","4.1","4.1","yes"
"apc","msam","won","3/3","9.4","0.286","won","3/3","6v4","0.354","0.043","2326","3600","11.4","won","3/3","0.331","0.017","12.5","4","4.1","4.1","yes"
"apc","bggy","won","3/3","8.5","0.9","won","3/3","6v12","0.781","0.023","790","3600","14.3","won","3/3","0.78","0.006","14.4","3","5","5","yes"
"apc","bike","won","3/3","7.9","0.347","won","3/3","6v7","0.317","0.105","2459","3500","12.6","won","3/3","0.289","0.054","13.1","3","5.1","5","yes"
"apc","ltnk","lost","0/3","13.7","-0.779","lost","0/3","6v5","-0.758","0.088","3600","909","19","lost","0/3","-0.778","0.007","17.3","3","5.1","5.1","yes"
"apc","ftnk","lost","0/3","19.4","-0.593","lost","0/3","6v6","-0.569","0.048","3600","1553","19.9","lost","0/3","-0.578","0.065","21.3","3","5","5","yes"
"apc","stnk","lost","0/3","7.2","-0.45","won","3/3","6v4","0.489","0.007","1838","3600","12.2","won","3/3","0.492","0.003","11.7","4","5","5","yes"
"apc","arty","won","3/3","7.2","0.944","won","3/3","6v6","0.349","0.093","2344","3600","10.5","won","3/3","0.383","0.3","10.4","4","5","4.1","yes"
"apc","mlrs","won","3/3","14","1","won","3/3","6v6","0.97","0.016","108","3600","12.8","won","3/3","0.973","0.019","13.5","3","6","5.4","yes"
"apc","orca","won","3/3","5.8","0.558","won","3/3","6v3","0.83","0.001","611","3600","5.6","won","3/3","0.832","0.004","5.3","4","7","7","yes"
"apc","heli","won","3/3","6.6","0.79","won","3/3","6v3","0.882","0.009","425","3600","5.9","won","3/3","0.879","0","5.9","4","7.1","7","yes"
"mtnk","e1","won","3/3","20.7","0.961","lost","0/3","4v36","-0.675","0.003","3600","1169","54.5","lost","0/3","-0.673","0.004","53.8","3","4.5","4.5","yes"
"mtnk","e2","won","3/3","21","0.735","lost","0/3","4v23","-0.828","0.008","3600","631","16.8","lost","0/3","-0.835","0.007","16.9","3","4","4","yes"
"mtnk","e3","won","3/3","18.8","0.611","lost","0/3","4v12","-0.785","0.025","3600","772","16.9","lost","0/3","-0.789","0.027","17.1","3","4.1","4.1","yes"
"mtnk","e4","won","3/3","34","0.884","lost","0/3","4v18","-0.537","0.003","3600","1666","62.2","lost","0/3","-0.531","0.013","62.3","3","4","4","yes"
"mtnk","e5","lost","0/3","25.2","-0.327","lost","0/3","4v12","-0.886","0.023","3600","409","14.1","lost","0/3","-0.887","0.004","13.9","3","4","4","yes"
"mtnk","rmbo","won","3/3","55.2","1","won","3/3","4v2","0.991","0.005","34","3000","32.2","won","3/3","0.993","0.003","31.7","3","5.1","5.1","yes"
"mtnk","jeep","won","3/3","9.9","0.952","won","3/3","4v9","0.869","0.003","470","3600","17.9","won","3/3","0.871","0.002","17.8","2","4.1","4.1","yes"
"mtnk","apc","won","3/3","10.8","0.892","won","3/3","4v6","0.832","0.01","605","3600","16.1","won","3/3","0.829","0.001","16.1","3","4.1","4.1","no"
"mtnk","htnk","lost","0/3","13.3","-0.801","lost","0/3","4v2","-0.566","0.046","3600","1561","20.5","lost","0/3","-0.508","0.087","21","3","4.1","4.1","same"
"mtnk","msam","won","3/3","9.6","0.922","won","3/3","4v4","0.521","0.027","1726","3600","11.7","won","3/3","0.4","0.034","12.4","3","4","4","no"
"mtnk","bggy","won","3/3","8.1","0.968","won","3/3","4v12","0.834","0.01","598","3600","18.5","won","3/3","0.831","0.011","18.7","2","4","4","same"
"mtnk","bike","won","3/3","6.7","0.747","won","3/3","4v7","0.464","0.048","1930","3500","14.7","won","3/3","0.44","0.042","15.2","3.2","4.1","4.1","yes"
"mtnk","ltnk","won","3/3","16.7","0.495","won","3/3","4v5","0.429","0.098","2054","3750","23.3","won","3/3","0.458","0.024","22.9","2","4","4","yes"
"mtnk","ftnk","won","3/3","15","0.688","won","3/3","4v6","0.497","0.022","1812","3600","17.3","won","3/3","0.48","0.031","17.9","3","4","4","yes"
"mtnk","stnk","won","3/3","9.5","0.52","won","3/3","4v4","0.478","0.033","1879","3600","14.7","won","3/3","0.534","0.005","13","3","4","4.1","no"
"mtnk","arty","won","3/3","7.6","0.971","won","3/3","4v6","0.527","0.088","1701","3600","13.2","won","3/3","0.364","0.155","13.7","3","4","3.2","yes"
"mtnk","mlrs","unresolved","0/3","53.5","0.667","won","3/3","4v6","0.988","0.001","42","3600","22.6","won","3/3","0.989","0.002","22.1","2","6.1","6.1","yes"
"mtnk","orca","lost","0/3","37.2","-1","lost","0/3","4v3","-1","0","3600","0","114.3","lost","0/3","-1","0","78.1",,,,"no"
"mtnk","heli","lost","0/3","116.4","-1","unresolved","0/3","4v3","-0.619","0.067","2228","0","180","unresolved","0/3","-0.537","0.003","180",,,,"no"
"htnk","e1","won","3/3","11.5","0.996","won","3/3","2v36","0.533","0.036","1682","3600","42.9","won","3/3","0.526","0.018","43.4","2","5","5.1","yes"
"htnk","e2","won","3/3","10.2","0.981","lost","0/3","2v23","-0.386","0.061","3600","2261","20.4","lost","0/3","-0.398","0.04","20.4","3","4.5","4.5","yes"
"htnk","e3","won","3/3","12.3","0.933","won","2/3","2v12","-0.022","0.141","3545","3467","25.6","won","2/3","-0.052","0.242","25.1","3","5","4.1","yes"
"htnk","e4","won","3/3","14.3","0.986","won","3/3","2v18","0.662","0.012","1216","3600","37.8","won","3/3","0.653","0.014","38.5","2","4.1","4.1","yes"
"htnk","e5","won","3/3","14.2","0.862","lost","0/3","2v12","-0.612","0.049","3600","1398","15.9","lost","0/3","-0.58","0.004","16.2","2","4.1","4.1","yes"
"htnk","rmbo","won","3/3","21.3","1","won","3/3","2v2","0.977","0.003","82","3000","21.1","won","3/3","0.973","0.005","18.1","3","6","5.1","yes"
"htnk","jeep","won","3/3","5.8","0.993","won","3/3","2v9","0.923","0.014","276","3600","13.1","won","3/3","0.922","0.004","13.1","2","4.1","4.1","no"
"htnk","apc","won","3/3","7.2","0.977","won","3/3","2v6","0.899","0.002","364","3600","13.9","won","3/3","0.896","0.011","13.8","3","4.1","4.1","no"
"htnk","mtnk","won","3/3","13.3","0.801","won","3/3","2v4","0.566","0.046","1561","3600","20.5","won","3/3","0.508","0.087","21","3","4.1","4.1","same"
"htnk","msam","won","3/3","8.3","0.925","won","3/3","2v4","0.533","0.084","1682","3600","13.8","won","3/3","0.452","0.015","14.7","4","5","5","no"
"htnk","bggy","won","3/3","4.7","0.997","won","3/3","2v12","0.901","0.019","357","3600","14.2","won","3/3","0.898","0.005","14.5","2","4.2","4.2","yes"
"htnk","bike","won","3/3","4.5","0.941","won","3/3","2v7","0.64","0.055","1295","3500","10.3","won","3/3","0.647","0.018","10","3","5.4","5","yes"
"htnk","ltnk","won","3/3","10.1","0.899","won","3/3","2v5","0.621","0.001","1367","3750","18.9","won","3/3","0.629","0.012","18.9","2","4.1","4.1","yes"
"htnk","ftnk","won","3/3","10","0.915","won","3/3","2v6","0.726","0.038","987","3600","16.3","won","3/3","0.737","0.055","16.1","2","4","4","yes"
"htnk","stnk","won","3/3","6.9","0.876","won","3/3","2v4","0.576","0.031","1527","3600","11.5","won","3/3","0.576","0.031","11.4","4","5.1","5.1","no"
"htnk","arty","won","3/3","8","0.974","won","3/3","2v6","0.539","0.154","1661","3600","14.2","won","3/3","0.447","0.037","14.5","4","5","4.1","yes"
"htnk","mlrs","won","3/3","8.5","0.999","won","3/3","2v6","0.99","0.001","34","3600","16.8","won","3/3","0.989","0.003","15.4","2","5","5","yes"
"htnk","orca","won","3/3","7.7","0.855","won","3/3","2v3","0.779","0.024","796","3600","10.3","won","3/3","0.782","0.019","10.5","2","5.1","5.1","yes"
"htnk","heli","won","3/3","7.7","0.954","won","3/3","2v3","0.878","0.001","438","3600","10.3","won","3/3","0.879","0.001","10.3","2","5","5","no"
"msam","e1","won","3/3","16.3","0.7","lost","0/3","4v36","-0.434","0.021","3600","2036","17.1","lost","0/3","-0.374","0.007","19.3","8.2","12.4","13.2","yes"
"msam","e2","won","3/3","15","0.271","lost","0/3","4v23","-0.153","0.037","3600","3117","17.1","lost","0/3","-0.13","0.069","16.7","7.1","12","13.2","yes"
"msam","e3","lost","0/3","14.8","-0.087","won","2/3","4v12","0.304","0.499","2506","3600","21.9","won","3/3","0.753","0.042","17.8","8","12.2","14","yes"
"msam","e4","lost","0/3","14.2","-0.905","lost","0/3","4v18","-0.617","0.047","3600","1381","17.7","lost","0/3","-0.575","0.095","18.1","8.1","12.2","13","yes"
"msam","e5","lost","0/3","12.7","-0.85","lost","0/3","4v12","-0.577","0.101","3600","1523","17.9","lost","0/3","-0.434","0.045","19.5","8","12.2","13","yes"
"msam","rmbo","won","3/3","41.5","1","won","3/3","4v2","0.988","0.006","45","3000","22.6","won","3/3","0.966","0.005","21.9","5","8.1","9.1","yes"
"msam","jeep","lost","0/3","8.3","-0.915","lost","1/3","4v9","0.071","0.721","2983","3240","11.7","lost","0/3","-0.366","0.013","10","3","12","13","no"
"msam","apc","lost","0/3","9.4","-0.286","lost","0/3","4v6","-0.354","0.043","3600","2326","11.4","lost","0/3","-0.331","0.017","12.5","6","11","14","no"
"msam","mtnk","lost","0/3","9.6","-0.922","lost","0/3","4v4","-0.521","0.027","3600","1726","11.7","lost","0/3","-0.4","0.034","12.4","9","12","12","yes"
"msam","htnk","lost","0/3","8.3","-0.925","lost","0/3","4v2","-0.533","0.084","3600","1682","13.8","lost","0/3","-0.452","0.015","14.7","9","10","11","yes"
"msam","bggy","won","3/3","4","0.883","lost","1/3","4v12","0.041","0.595","3162","3309","14.5","lost","0/3","-0.182","0.061","9.3","3","12","13","no"
"msam","bike","won","3/3","3.7","1","won","3/3","4v7","0.433","0.124","2040","3500","11.4","won","3/3","0.781","0.269","5.1","6","12","11","same"
"msam","ltnk","lost","0/3","10.3","-0.932","lost","0/3","4v5","-0.383","0.019","3600","2315","11.7","lost","0/3","-0.48","0.095","12.1","4","12","12","yes"
"msam","ftnk","lost","0/3","6.6","-0.927","lost","0/3","4v6","-0.353","0.038","3600","2329","12.5","lost","0/3","-0.414","0.013","10.2","3","13","13","yes"
"msam","stnk","won","2/3","4.9","0.056","won","3/3","4v4","0.333","0.376","2403","3600","10.7","won","3/3","0.875","0.251","5.6","7","12","9","yes"
"msam","arty","won","3/3","6.2","1","lost","1/3","4v6","-0.194","0.353","3591","2893","13.3","won","3/3","0.328","0.236","9.7","7","11","13","yes"
"msam","mlrs","won","3/3","14.6","1","won","3/3","4v6","0.668","0.285","1194","3600","13.5","won","3/3","0.865","0.027","15.3","3","13","13","yes"
"msam","orca","lost","0/3","6.2","-1","lost","0/3","4v3","-1","0","3600","0","9.1","lost","0/3","-1","0","8.4",,,,"no"
"msam","heli","lost","0/3","6.9","-1","lost","0/3","4v3","-1","0","3600","0","8.6","lost","0/3","-1","0","8.6",,,,"no"
"bggy","e1","won","3/3","5.6","0.922","won","3/3","12v36","0.343","0.12","2364","3600","14.3","won","3/3","0.361","0.016","13.7","2","5.1","5.1","yes"
"bggy","e2","won","3/3","5.5","0.831","won","3/3","12v23","0.137","0.111","3107","3680","10.3","won","3/3","0.146","0.13","10.7","2","5.1","5","yes"
"bggy","e3","won","3/3","5.1","0.71","won","3/3","12v12","0.617","0.161","1379","3600","7.9","won","3/3","0.696","0.046","7.6","3","5.1","5.1","yes"
"bggy","e4","won","3/3","7.2","0.667","lost","0/3","12v18","-0.129","0.112","3565","3100","29.3","won","2/3","0.071","0.303","14.6","2","4.5","4.5","yes"
"bggy","e5","won","3/3","7.2","0.5","won","3/3","12v12","0.347","0.192","2349","3600","9.3","won","3/3","0.304","0.04","9.4","2","5","4.5","yes"
"bggy","rmbo","won","3/3","9.2","1","won","3/3","12v2","1","0","0","3000","5.4","won","3/3","1","0","5.4","2","3.2","3.2","yes"
"bggy","jeep","lost","0/3","7","-0.356","won","2/3","12v9","0.242","0.185","2598","3471","26.5","won","3/3","0.312","0.031","12","2","4.1","4.1","yes"
"bggy","apc","lost","0/3","8.5","-0.9","lost","0/3","12v6","-0.781","0.023","3600","790","14.3","lost","0/3","-0.78","0.006","14.4","3","4.1","4.5","no"
